,tloss_e,vloss_e,rloss_e,zloss_e,val_auc,tr_auc
0,7.8579182624816895,,3.1438045501708984,0,0.7453194350070118,
1,4.5878424644470215,,1.834358811378479,0,0.7404039381803986,
2,5.745038986206055,,2.297731637954712,0,0.7516951235380012,
3,5.59885311126709,,2.242526054382324,0,0.7819109716780639,
4,4.655970096588135,,1.8637930154800415,0,0.8153074354118175,
5,3.5526647567749023,,1.4182226657867432,0,0.8216542092555914,
6,3.0389270782470703,,1.2145719528198242,0,0.8376295739420839,
7,3.166762351989746,,1.2672789096832275,0,0.8501785481935549,
8,3.3086953163146973,,1.3208822011947632,0,0.8549639289276988,
9,3.262157917022705,,1.3058212995529175,0,0.857349390622967,
10,3.1762547492980957,,1.2721703052520752,0,0.8584915207679741,
11,3.040384292602539,,1.2191492319107056,0,0.8573638479665747,
12,2.887174129486084,,1.159777045249939,0,0.8569156703147364,
13,2.792982578277588,,1.1182894706726074,0,0.8581445445213897,
14,2.738417625427246,,1.1006768941879272,0,0.8617155083924879,
15,2.785536050796509,,1.1232408285140991,0,0.8648238372681404,
16,2.74847412109375,,1.1089943647384644,0,0.8670791828709394,
17,2.7143654823303223,,1.0908310413360596,0,0.8697682487819688,
18,2.743642568588257,,1.1023259162902832,0,0.8716187887637525,
19,2.7226009368896484,,1.097745418548584,0,0.8730356084373057,
20,2.6590778827667236,,1.0672036409378052,0,0.8743656840492128,
21,2.628326416015625,,1.0578479766845703,0,0.8762451387182119,
22,2.6064155101776123,,1.0431689023971558,0,0.8783992829157571,
23,2.5660696029663086,,1.0322506427764893,0,0.8805678844569098,
24,2.5717978477478027,,1.0378657579421997,0,0.8824762538131243,
25,2.5543313026428223,,1.0292308330535889,0,0.8845581112926311,
26,2.5350332260131836,,1.02116060256958,0,0.8864520233052379,
27,2.4832746982574463,,1.0046162605285645,0,0.8877098121991065,
28,2.488863468170166,,1.005469560623169,0,0.888288105943414,
29,2.4614033699035645,,0.9929689764976501,0,0.8884037646922756,
30,2.452045440673828,,0.9893313050270081,0,0.8881290751637294,
31,2.459193229675293,,0.9873186349868774,0,0.888143532507337,
32,2.4463846683502197,,0.9893068075180054,0,0.8883170206306292,
33,2.3946523666381836,,0.970465898513794,0,0.8892712053087365,
34,2.429311752319336,,0.9796976447105408,0,0.8907892263875434,
35,2.3741140365600586,,0.964026689529419,0,0.892928913241481,
36,2.3503520488739014,,0.9483191967010498,0,0.894577050412757,
37,2.367356538772583,,0.9556438326835632,0,0.8958059246194104,
38,2.384561538696289,,0.9607782959938049,0,0.8972082869493558,
39,2.380977153778076,,0.9652795791625977,0,0.8980034408477786,
40,2.3542227745056152,,0.9532470107078552,0,0.8987985947462014,
41,2.3547611236572266,,0.9499155282974243,0,0.898856424120632,
42,2.3788602352142334,,0.9616119861602783,0,0.8996226633318394,
43,2.34761905670166,,0.9474342465400696,0,0.8998973528603855,
44,2.3316798210144043,,0.944728434085846,0,0.9006925067588081,
45,2.349820137023926,,0.9491429328918457,0,0.9018780089346383,
46,2.335543394088745,,0.9408099055290222,0,0.9026008761150226,
47,2.3130648136138916,,0.9407548904418945,0,0.9036056614957567,
48,2.3490066528320312,,0.9483819007873535,0,0.9045237028148447,
49,2.305859088897705,,0.9283689260482788,0,0.9046971909381372,
50,2.3181183338165283,,0.9355623722076416,0,0.9051742832771906,
51,2.3283157348632812,,0.9444471597671509,0,0.9045237028148448,
52,2.3084259033203125,,0.9352750182151794,0,0.9043646720351602,
53,2.277129650115967,,0.9175417423248291,0,0.9042200985990835,
54,2.2727432250976562,,0.9132453203201294,0,0.9046393615637064,
55,2.252227783203125,,0.9183135628700256,0,0.9049429657794675,
56,2.267840623855591,,0.9186117649078369,0,0.9057670343651057,
57,2.2621545791625977,,0.9154154062271118,0,0.9069236218537204,
58,2.2438392639160156,,0.9088414311408997,0,0.9077476904393587,
59,2.2574195861816406,,0.9205316305160522,0,0.9084127282453122,
60,2.296468734741211,,0.9250059127807617,0,0.9089187352715811,
61,2.2500154972076416,,0.9117556214332581,0,0.9088175338663275,
62,2.278348207473755,,0.9179275631904602,0,0.9086874177738582,
63,2.244011878967285,,0.9089268445968628,0,0.9081814107475892,
64,2.2700939178466797,,0.9168012738227844,0,0.9083838135580968,
65,2.233943462371826,,0.905748188495636,0,0.9093813702670271,
66,2.2320079803466797,,0.9019629955291748,0,0.9104078416631728,
67,2.2330708503723145,,0.9013699889183044,0,0.9118824907111567,
68,2.2552671432495117,,0.909051775932312,0,0.9132559383538869,
69,2.245816469192505,,0.9032081365585327,0,0.9140366349087019,
70,2.213085889816284,,0.8985498547554016,0,0.9144703552169324,
71,2.240985870361328,,0.9073904752731323,0,0.914123378970348,
72,2.245037078857422,,0.9047743082046509,0,0.9140077202214865,
73,2.2210443019866943,,0.8963439464569092,0,0.9137764027237636,
74,2.196751117706299,,0.8918050527572632,0,0.9142679524064248,
75,2.237907648086548,,0.8986701369285583,0,0.9147595020890862,
76,2.205937385559082,,0.8956045508384705,0,0.9155546559875088,
77,2.2101006507873535,,0.8942972421646118,0,0.9161184923882086,
78,2.196715831756592,,0.8849778771400452,0,0.9169136462866313,
79,2.215811252593994,,0.8976107835769653,0,0.917390738625685,
80,2.2049050331115723,,0.8894939422607422,0,0.9176509708106232,
81,2.2122888565063477,,0.8938266634941101,0,0.9178822883083462,
82,2.188389778137207,,0.8837898969650269,0,0.9177810869030925,
83,2.204131841659546,,0.8908026218414307,0,0.9176509708106233,
84,2.1908771991729736,,0.8830493092536926,0,0.9177088001850541,
85,2.2019717693328857,,0.888251006603241,0,0.9179256603391693,
86,2.1952128410339355,,0.8901716470718384,0,0.9181569778368921,
87,2.209794044494629,,0.8927232027053833,0,0.9180846911188538,
88,2.184100866317749,,0.882698118686676,0,0.9188653876736689,
89,2.2027320861816406,,0.8892956376075745,0,0.9194436814179762,
90,2.1986894607543945,,0.884548544883728,0,0.9197617429773453,
91,2.1960196495056152,,0.8864254951477051,0,0.9200508898494992,
92,2.1564507484436035,,0.8721325397491455,0,0.9196894562593069,
93,2.183152437210083,,0.8786597847938538,0,0.9195737975104455,
94,2.17328143119812,,0.8770677447319031,0,0.9195015107924069,
95,2.2128372192382812,,0.8926390409469604,0,0.9198484870389915,
96,2.1620309352874756,,0.8784182071685791,0,0.9197906576645607,
97,2.1724891662597656,,0.8769263029098511,0,0.9201231765675375,
98,2.2187552452087402,,0.8935574293136597,0,0.9200219751622838,
99,2.1835429668426514,,0.8857546448707581,0,0.9203544940652605,
100,2.1830756664276123,,0.8811204433441162,0,0.9203255793780452,
101,2.1933326721191406,,0.8830180168151855,0,0.9202966646908297,
102,2.163602828979492,,0.8738809823989868,0,0.9202243779727913,
103,2.1660521030426025,,0.876920223236084,0,0.9198629443825992,
104,2.1550166606903076,,0.8742805123329163,0,0.9197328282901299,
105,2.1530814170837402,,0.871384859085083,0,0.9200075178186761,
106,2.178535223007202,,0.8802399635314941,0,0.9206147262501988,
107,2.1665754318237305,,0.8737851977348328,0,0.9208460437479217,
108,2.1555280685424805,,0.8742736577987671,0,0.9209327878095679,
109,2.1684012413024902,,0.8773969411849976,0,0.920831586404314,
110,2.1715309619903564,,0.8774251937866211,0,0.9203111220344374,
111,2.1938579082489014,,0.8826882839202881,0,0.9198484870389915,
112,2.1658899784088135,,0.8725826144218445,0,0.91973282829013,
113,2.193791627883911,,0.8846560120582581,0,0.9202532926600067,
114,2.1456027030944824,,0.8678382635116577,0,0.9201810059419683,
115,2.1587398052215576,,0.8717036247253418,0,0.9203978660960835,
116,2.160370349884033,,0.8724461793899536,0,0.9207014703118449,
117,2.151616334915161,,0.8721467852592468,0,0.9204556954705143,
118,2.157383441925049,,0.869012713432312,0,0.920238835316399,
119,2.151683807373047,,0.86995530128479,0,0.9202099206291836,
120,2.1607468128204346,,0.8773297667503357,0,0.9202388353163989,
121,2.1788322925567627,,0.8761522769927979,0,0.920282207347222,
122,2.1856181621551514,,0.880866527557373,0,0.9203400367216527,
123,2.121187686920166,,0.8611235022544861,0,0.9203978660960835,
124,2.159212827682495,,0.8733498454093933,0,0.9206291835938065,
125,2.1466193199157715,,0.8677294850349426,0,0.9210918185892525,
126,2.1488757133483887,,0.8727809190750122,0,0.9211930199945062,
127,2.1555027961730957,,0.8691750168800354,0,0.920889415778745,
128,2.1442103385925293,,0.8665422201156616,0,0.9206002689065912,
129,2.1397500038146973,,0.8656237721443176,0,0.9207882143734911,
130,2.1342921257019043,,0.8630473613739014,0,0.9209617024967833,
131,2.1486167907714844,,0.867500901222229,0,0.9214532521794444,
132,2.1565608978271484,,0.8691352605819702,0,0.92129422139976,
133,2.1284425258636475,,0.8551671504974365,0,0.9209472451531755,
134,2.1420326232910156,,0.8686915636062622,0,0.9204556954705142,
135,2.1390748023986816,,0.8642584681510925,0,0.9196749989156994,
136,2.1312718391418457,,0.864998459815979,0,0.9194292240743686,
137,2.113698720932007,,0.8586215376853943,0,0.9191979065766456,
138,2.1249136924743652,,0.8590314388275146,0,0.9189376743917071,
139,2.143977165222168,,0.8678900003433228,0,0.9190533331405688,
140,2.158184289932251,,0.8746305704116821,0,0.9193424800127225,
141,2.129030227661133,,0.8639203310012817,0,0.918764186268415,
142,2.135927438735962,,0.8646202683448792,0,0.9181280631496769,
143,2.1427905559539795,,0.8661789894104004,0,0.9180991484624617,
144,2.1295390129089355,,0.8593686819076538,0,0.9183160086165767,
145,2.161620616912842,,0.8702319860458374,0,0.918764186268415,
146,2.162564277648926,,0.8717883825302124,0,0.9189232170480996,
147,2.1066269874572754,,0.851902425289154,0,0.9190967051713917,
148,2.1481006145477295,,0.8711399435997009,0,0.9192846506382917,
149,2.1307711601257324,,0.862357497215271,0,0.9192268212638609,
150,2.1339950561523438,,0.8625342845916748,0,0.9192123639202533,
151,2.1461868286132812,,0.8654586672782898,0,0.9195593401668377,
152,2.1307005882263184,,0.8568069934844971,0,0.9198051150081684,
153,2.13673734664917,,0.8638985753059387,0,0.9196460842284838,
154,2.137068271636963,,0.8607631325721741,0,0.9198484870389916,
155,2.126922369003296,,0.8569715023040771,0,0.9194870534487993,
156,2.1520614624023438,,0.8690153360366821,0,0.9193424800127225,
157,2.120980739593506,,0.8559844493865967,0,0.9195737975104454,
158,2.1062681674957275,,0.8516138792037964,0,0.9199496884442452,
159,2.1142759323120117,,0.8540850877761841,0,0.9204412381269066,
160,2.1225531101226807,,0.8562646508216858,0,0.9210484465584294,
161,2.1241722106933594,,0.8576904535293579,0,0.9210050745276063,
162,2.1119751930236816,,0.8520603775978088,0,0.9206002689065911,
163,2.0887675285339355,,0.8475954532623291,0,0.9202532926600067,
164,2.1417295932769775,,0.8617120981216431,0,0.9199786031314605,
165,2.163611888885498,,0.8663406372070312,0,0.9202243779727912,
166,2.135791540145874,,0.8662907481193542,0,0.920282207347222,
167,2.119396209716797,,0.8562198877334595,0,0.9203400367216527,
168,2.1308646202087402,,0.8641543984413147,0,0.9198774017262068,
169,2.1135294437408447,,0.8540366888046265,0,0.9193569373563303,
170,2.095428705215454,,0.8488774299621582,0,0.9191689918894301,
